Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Total_Engagement,Engagement_Rate
Post_4043,tiktok,fitness,video,brazil,4155659,447547,81762,7354,high,536663,12.914028797839283
Post_4044,youtube,education,reel,japan,3146159,128178,52353,48139,high,228670,7.268227702414277
Post_4045,tiktok,fitness,live stream,canada,4561998,433892,13968,41674,medium,489534,10.730692998988602
Post_4046,tiktok,comedy,video,canada,1258147,114548,75062,5195,low,194805,15.483484839211952
Post_4047,youtube,fitness,live stream,japan,759304,289598,90867,28354,high,408819,53.84128096256572
Post_4048,tiktok,fitness,video,usa,4035840,146142,67286,46736,low,260164,6.44634078655249
Post_4049,tiktok,viral,live stream,australia,473117,177746,40508,10764,medium,229018,48.4062081895176
Post_4050,youtube,tech,reel,canada,3837701,34026,11671,48725,low,94422,2.460379273945521
Post_4051,youtube,dance,tweet,canada,3940029,37059,29642,26332,high,93033,2.3612262752380757
Post_4052,instagram,viral,live stream,brazil,3442649,448032,36711,48874,medium,533617,15.500186048592232
Post_4053,twitter,challenge,live stream,australia,3922748,50348,92144,19648,medium,162140,4.133326943255086
Post_4054,tiktok,education,video,japan,4326820,253332,19538,26317,low,299187,6.914708723727818
Post_4055,tiktok,dance,post,brazil,2075502,161209,47279,11783,low,220271,10.612902324353337
Post_4056,youtube,viral,reel,usa,3709713,180551,28942,24102,high,233595,6.29684830066369
Post_4057,youtube,fitness,live stream,uk,318153,139099,36928,11688,low,187715,59.001486706081664
Post_4058,youtube,fitness,tweet,australia,2662851,13209,44256,42595,medium,100060,3.7576266940959147
Post_4059,youtube,gaming,video,brazil,2035129,76855,3962,13400,high,94217,4.629534540562293
Post_4060,twitter,music,tweet,uk,2722178,260133,32788,48301,low,341222,12.534889342284009
Post_4061,youtube,comedy,tweet,uk,4242550,489296,20200,6399,low,515895,12.160021685071479
Post_4062,tiktok,fashion,shorts,usa,4255337,236358,81105,43056,medium,360519,8.472160959284777
Post_4063,twitter,viral,post,brazil,817713,125792,35355,5263,high,166410,20.350660928712152
Post_4064,tiktok,education,post,uk,4266731,179238,79039,23497,high,281774,6.603978549385935
Post_4065,youtube,viral,reel,uk,605016,73596,29486,22879,high,125961,20.819449402990994
Post_4066,instagram,fashion,post,brazil,3344955,143212,81068,21258,low,245538,7.340547182249088
Post_4067,youtube,challenge,live stream,australia,2300705,446587,11396,12186,medium,470169,20.435866397473816
Post_4068,twitter,dance,video,germany,4408711,139162,18328,10579,medium,168069,3.8122027050536995
Post_4069,tiktok,comedy,shorts,uk,2477355,23223,33471,36225,high,92919,3.750734149930066
Post_4070,tiktok,music,live stream,usa,4096582,238913,3420,3568,low,245901,6.002589475811786
Post_4071,youtube,dance,shorts,japan,4565439,476755,54497,22930,low,554182,12.13863551785491
Post_4072,twitter,fashion,shorts,germany,1732712,285823,25043,11214,high,322080,18.588201616887286
Post_4073,instagram,music,video,japan,1701847,238397,68324,48745,low,355466,20.88707151700476
Post_4074,youtube,tech,video,usa,2814866,139885,84439,16571,high,240895,8.55795622242764
Post_4075,tiktok,comedy,tweet,uk,2686688,125458,61845,23713,medium,211016,7.854131183077455
Post_4076,twitter,gaming,video,uk,2008812,332179,99793,24661,high,456633,22.731495032885107
Post_4077,youtube,music,live stream,india,850783,352600,91742,39257,medium,483599,56.84163881976956
Post_4078,twitter,fitness,post,india,4859286,76757,34856,6594,medium,118207,2.4326001803557147
Post_4079,twitter,tech,live stream,japan,2208731,195436,5790,30276,low,231502,10.481222022962507
Post_4080,youtube,fashion,live stream,canada,3095698,281026,51194,24140,high,356360,11.511458805090161
Post_4081,tiktok,challenge,tweet,india,3286984,1798,28963,13208,medium,43969,1.3376700342928352
Post_4082,tiktok,dance,post,usa,2733478,3680,33180,30497,medium,67357,2.4641500681549293
Post_4083,instagram,tech,post,usa,4362872,32587,30482,33951,medium,97020,2.22376452942007
Post_4084,twitter,comedy,video,australia,3240506,232341,34519,4817,high,271677,8.38378327335299
Post_4085,instagram,viral,post,brazil,1836143,478208,99728,23179,high,601115,32.73791856080926
Post_4086,tiktok,gaming,post,canada,4946196,461146,10852,17039,medium,489037,9.887133465798767
Post_4087,instagram,fitness,reel,japan,357877,73393,93580,6671,high,173644,48.5205810935042
Post_4088,twitter,education,live stream,brazil,3182419,121908,83869,6234,medium,212011,6.661944891606039
Post_4089,tiktok,tech,live stream,canada,4102194,444079,97665,1596,low,543340,13.245107374248999
Post_4090,instagram,music,shorts,uk,363718,418876,29054,29280,low,477210,131.20329486030386
Post_4091,tiktok,tech,reel,usa,1319472,32148,99138,25453,medium,156739,11.87891823396025
Post_4092,tiktok,tech,shorts,germany,525914,279869,61693,25627,high,367189,69.81920998490247
Post_4093,youtube,gaming,video,india,563236,178212,62933,8833,medium,249978,44.38246134835131
Post_4094,youtube,gaming,post,india,1245756,352809,22951,43886,low,419646,33.6860508799476
Post_4095,twitter,comedy,live stream,japan,3943854,347679,53248,44137,medium,445064,11.285001929584615
Post_4096,instagram,dance,post,india,2146139,401975,20858,4445,high,427278,19.909148475471532
Post_4097,instagram,fitness,reel,brazil,2073379,109399,75728,12420,high,197547,9.527780497439204
Post_4098,twitter,viral,live stream,australia,144637,176986,25746,41035,low,243767,168.53709631698666
Post_4099,tiktok,education,live stream,germany,3441323,55352,47464,41887,low,144703,4.20486539624441
Post_4100,tiktok,tech,tweet,uk,4582065,146904,82138,15494,low,244536,5.336807749344455
Post_4101,youtube,challenge,reel,india,2578640,495952,58968,33480,low,588400,22.818229764527036
Post_4102,youtube,fitness,live stream,japan,1526385,275820,95119,19416,medium,390355,25.573823118020684
Post_4103,youtube,music,tweet,brazil,4796425,175643,16858,15832,high,208333,4.343505840287297
Post_4104,twitter,challenge,shorts,brazil,1942922,324782,96016,4903,low,425701,21.910349463334093
Post_4105,twitter,education,live stream,usa,2440898,97022,53393,23879,high,174294,7.140568757891563
Post_4106,youtube,dance,shorts,canada,2902169,40168,30404,37118,low,107690,3.710672948405141
Post_4107,instagram,fitness,shorts,australia,456751,454496,1522,13256,low,469274,102.74175644935643
Post_4108,instagram,tech,live stream,india,3088456,53845,23471,49774,high,127090,4.115001152679527
Post_4109,youtube,fashion,reel,india,543029,255089,39969,49268,high,344326,63.40839991970962
Post_4110,tiktok,tech,reel,usa,4712590,44050,5528,2830,high,52408,1.11208486203977
Post_4111,youtube,education,post,australia,1948457,307603,61207,21856,low,390666,20.050019066368925
Post_4112,youtube,comedy,video,usa,4175263,496838,46286,34236,high,577360,13.828110947741495
Post_4113,youtube,dance,shorts,japan,505897,69692,70459,38026,high,178177,35.22001514142207
Post_4114,instagram,music,live stream,brazil,3042134,227819,20776,10220,low,258815,8.50767914891323
Post_4115,youtube,comedy,live stream,japan,214707,32747,4622,33723,high,71092,33.1111701062378
Post_4116,twitter,fitness,post,india,4161514,359846,61977,23808,low,445631,10.708386418981169
Post_4117,tiktok,fitness,video,japan,768809,305597,53014,10251,medium,368862,47.97836653837299
Post_4118,twitter,tech,video,germany,346243,213568,32066,21596,medium,267230,77.17989966584162
Post_4119,youtube,music,shorts,japan,4836757,120548,53748,41875,low,216171,4.469337616092766
Post_4120,youtube,fashion,shorts,uk,2808352,305676,67194,12665,medium,385535,13.728158008682673
Post_4121,twitter,music,reel,brazil,4234852,441763,94039,29781,low,565583,13.355437214807035
Post_4122,youtube,fitness,shorts,usa,4127405,239815,25258,35670,medium,300743,7.286491148796884
Post_4123,twitter,gaming,video,canada,1216902,215326,38685,19354,medium,273365,22.46401107073536
Post_4124,youtube,education,post,india,1770791,26696,32378,46190,high,105264,5.9444621076117965
Post_4125,instagram,fitness,reel,canada,3353507,138181,13507,12087,low,163775,4.88369339917883
Post_4126,twitter,fashion,tweet,usa,2026275,482032,30952,49065,high,562049,27.73804148005577
Post_4127,youtube,music,reel,japan,3097544,379276,56939,29025,low,465240,15.0196413674834
Post_4128,youtube,challenge,video,germany,2422829,415554,78181,4782,medium,498517,20.57582272624275
Post_4129,youtube,viral,shorts,australia,438427,126928,58094,43338,medium,228360,52.086208194294606
Post_4130,tiktok,dance,post,germany,3605374,497611,39201,48381,high,585193,16.231131638492982
Post_4131,tiktok,fitness,reel,brazil,914192,361829,86970,47559,low,496358,54.294721458949546
Post_4132,instagram,dance,post,india,361268,1264,42106,23444,high,66814,18.494303398031377
Post_4133,youtube,dance,tweet,usa,2198773,238287,14975,3626,high,256888,11.683243336169765
Post_4134,instagram,fitness,tweet,australia,2491489,57916,10858,37910,low,106684,4.281937427779131
Post_4135,twitter,music,reel,india,3285708,265284,24271,48485,low,338040,10.288193594805138
Post_4136,twitter,dance,video,germany,2259868,391879,39814,13064,high,444757,19.68066276437385
Post_4137,youtube,fashion,reel,australia,4450867,288044,68728,4668,high,361440,8.120665029981799
Post_4138,instagram,comedy,tweet,canada,13578,485916,39122,29109,high,554147,4081.2122551185744
Post_4139,instagram,education,tweet,germany,1879192,424410,46366,12399,low,483175,25.711848496587898
Post_4140,instagram,fitness,video,germany,3263236,473992,14768,33422,medium,522182,16.001968598041945
Post_4141,youtube,tech,post,australia,3187431,213853,79215,5229,high,298297,9.358539839764376
Post_4142,tiktok,gaming,shorts,usa,602303,120883,23532,39303,medium,183718,30.502587568051297
Post_4143,youtube,tech,shorts,usa,4478244,281987,64590,9007,low,355584,7.9402551535825205
Post_4144,twitter,education,live stream,japan,4452133,482377,62652,30779,low,575808,12.933306350012455
Post_4145,instagram,challenge,reel,india,378801,462818,74567,16848,high,554233,146.31244373694895
Post_4146,twitter,tech,live stream,canada,3066410,323731,1254,15271,low,340256,11.09623305428824
Post_4147,twitter,education,live stream,india,4863626,161724,81649,48891,low,292264,6.009179159746247
Post_4148,tiktok,comedy,video,japan,979723,43080,98064,14316,medium,155460,15.867750374340503
Post_4149,tiktok,dance,tweet,uk,3305011,32506,56465,32043,low,121014,3.661530929851671
Post_4150,youtube,challenge,shorts,brazil,4856083,6461,96437,22112,medium,125010,2.574297020870525
Post_4151,tiktok,comedy,live stream,australia,3512498,38120,22702,22430,low,83252,2.370165050627787
Post_4152,youtube,dance,video,brazil,1807869,213478,90965,43355,high,347798,19.23800894865723
Post_4153,tiktok,challenge,shorts,india,427399,347981,86598,26949,medium,461528,107.98527839325783
Post_4154,youtube,tech,reel,brazil,4398694,322036,76714,7781,high,406531,9.242084127697902
Post_4155,instagram,fashion,video,india,935217,284958,36811,25488,medium,347257,37.13116848816906
Post_4156,youtube,tech,live stream,canada,116354,82270,22120,17583,low,121973,104.82922804544752
Post_4157,youtube,music,tweet,japan,551999,299852,90557,24071,low,414480,75.08709254908071
Post_4158,tiktok,dance,tweet,brazil,197493,472658,7031,32332,low,512021,259.2603282141646
Post_4159,youtube,dance,video,canada,2737428,46704,73226,34532,low,154462,5.642595896586138
Post_4160,instagram,dance,reel,uk,4356395,367535,89909,10900,medium,468344,10.750723935731264
Post_4161,tiktok,fitness,video,brazil,4717790,125541,75795,38504,high,239840,5.083736240909409
Post_4162,instagram,dance,video,usa,2561366,461768,60001,21753,high,543522,21.220005262816795
Post_4163,youtube,comedy,live stream,canada,1756972,248744,42345,6998,low,298087,16.96595051030978
Post_4164,twitter,comedy,tweet,australia,4840021,49033,50170,13175,high,112378,2.3218494299921426
Post_4165,instagram,tech,post,uk,3346455,381718,62877,20046,medium,464641,13.884573376901827
Post_4166,instagram,gaming,reel,india,1067477,59345,84587,49878,high,193810,18.15589469374984
Post_4167,youtube,challenge,video,uk,2877495,216913,25906,12302,high,255121,8.866079697792697
Post_4168,tiktok,fitness,video,brazil,1792756,491389,73253,31069,medium,595711,33.228782946480166
Post_4169,instagram,comedy,live stream,brazil,925974,134908,19403,21283,high,175594,18.96316743234691
Post_4170,tiktok,music,reel,canada,2791639,353316,80680,19829,high,453825,16.25657902042492
Post_4171,tiktok,challenge,live stream,brazil,4196347,307582,92983,25130,low,425695,10.144418466823645
Post_4172,youtube,challenge,reel,canada,2038756,93268,63855,4422,low,161545,7.923704455069661
Post_4173,youtube,dance,post,germany,4032655,267123,41713,12391,low,321227,7.965645461860735
Post_4174,twitter,fitness,shorts,uk,4485980,113834,44375,49799,high,208008,4.636846352413519
Post_4175,twitter,comedy,tweet,usa,4394517,300804,64405,11918,high,377127,8.581762227794318
Post_4176,instagram,viral,reel,india,4422263,135404,43976,34379,low,213759,4.833701659082691
Post_4177,tiktok,comedy,tweet,brazil,4144620,102895,41927,16690,medium,161512,3.896907315990368
Post_4178,youtube,challenge,post,brazil,3193985,413403,86209,32528,low,532140,16.660691894295056
Post_4179,instagram,viral,tweet,usa,1650594,298194,1467,32021,medium,331682,20.094705300031382
Post_4180,tiktok,music,video,usa,1095673,389017,39161,13192,high,441370,40.283004144484714
Post_4181,youtube,gaming,post,canada,1476003,453792,99466,29613,high,582871,39.48982488517977
Post_4182,twitter,fashion,post,brazil,1237934,315336,29121,26947,low,371404,30.00192255806852
Post_4183,tiktok,dance,live stream,india,2259900,145744,42773,5579,medium,194096,8.588698614982963
Post_4184,instagram,viral,post,india,3661779,399252,71009,10389,medium,480650,13.126133499591319
Post_4185,tiktok,fashion,reel,japan,3090316,352162,93570,19097,high,464829,15.041471487058281
Post_4186,tiktok,tech,post,india,1154006,343894,69313,27094,high,440301,38.15413438058381
Post_4187,tiktok,dance,live stream,japan,2583561,340140,14516,40878,medium,395534,15.309644324248586
Post_4188,twitter,tech,live stream,usa,2638135,259465,26123,9244,medium,294832,11.175773794745151
Post_4189,instagram,education,tweet,usa,310249,436907,80187,41517,medium,558611,180.05247398057688
Post_4190,youtube,fitness,live stream,canada,4483252,371769,59628,14299,medium,445696,9.94135506993584
Post_4191,tiktok,education,video,brazil,2008379,378635,47524,7321,low,433480,21.58357560998198
Post_4192,instagram,viral,video,japan,3417577,118797,11271,1040,medium,131108,3.8362851809922645
Post_4193,tiktok,gaming,shorts,usa,3958536,127248,80732,29365,low,237345,5.995777226732307
Post_4194,youtube,fashion,shorts,usa,544588,266292,32491,20402,high,319185,58.61036232895326
Post_4195,instagram,challenge,reel,brazil,3075050,282373,20662,43100,low,346135,11.256239735939252
Post_4196,twitter,tech,live stream,canada,2193675,334418,12614,24974,medium,372006,16.958118226264148
Post_4197,twitter,fitness,live stream,australia,1779047,64478,18103,7857,low,90438,5.083508192869553
Post_4198,tiktok,viral,live stream,uk,4465594,207163,71548,1980,high,280691,6.285636356551895
Post_4199,twitter,fitness,reel,australia,2938655,483237,98936,21895,low,604068,20.555934602734922
Post_4200,twitter,fitness,reel,australia,2121336,330030,12817,21347,high,364194,17.168143094728983
Post_4201,twitter,tech,shorts,india,4426725,158336,67298,41529,low,267163,6.03522920443443
Post_4202,youtube,education,live stream,india,3001319,440022,76480,23204,high,539706,17.9822937848326
Post_4203,twitter,music,post,germany,1623564,183308,11709,6813,low,201830,12.431293130421714
Post_4204,youtube,fitness,shorts,canada,98794,141964,2748,1357,medium,146069,147.8520962811507
Post_4205,instagram,viral,live stream,canada,897780,31613,86715,31460,low,149788,16.68426563300586
Post_4206,twitter,viral,tweet,uk,1470152,10721,9486,8235,high,28442,1.9346298886101572
Post_4207,twitter,viral,video,brazil,3958044,313560,9096,9926,high,332582,8.402685771052571
Post_4208,instagram,music,video,brazil,4327143,390643,65125,484,low,456252,10.543954752593109
Post_4209,instagram,dance,live stream,japan,2488071,331114,29029,8542,high,368685,14.818106074947218
Post_4210,twitter,dance,reel,uk,147450,381039,15546,16920,high,413505,280.4374364191251
Post_4211,tiktok,challenge,shorts,brazil,653382,203055,29290,21516,low,253861,38.85338132975809
Post_4212,twitter,fitness,shorts,germany,2445074,339219,42119,49060,high,430398,17.60265742468326
Post_4213,tiktok,fitness,live stream,japan,3761056,2630,62256,44327,high,109213,2.9037855325738304
Post_4214,tiktok,music,tweet,usa,4023508,424443,60005,29638,medium,514086,12.777059222946743
Post_4215,twitter,fitness,shorts,australia,1393642,7098,15097,1221,low,23416,1.6802019456933703
Post_4216,tiktok,viral,shorts,india,935563,150323,29577,19651,high,199551,21.32950961079051
Post_4217,instagram,comedy,live stream,japan,4546474,429394,68164,14640,low,512198,11.26582929980464
Post_4218,instagram,tech,post,japan,4498429,435775,48777,14555,low,499107,11.095140103356083
Post_4219,twitter,fashion,live stream,brazil,380026,214887,36187,17636,high,268710,70.70831995705556
Post_4220,tiktok,tech,video,brazil,3545322,276967,4261,27752,low,308980,8.715146325213901
Post_4221,tiktok,comedy,reel,brazil,4228221,421606,4145,12960,medium,438711,10.37578215519009
Post_4222,youtube,music,live stream,canada,2421039,255993,48735,38037,medium,342765,14.157764496978364
Post_4223,instagram,challenge,tweet,india,3278174,102658,57093,39631,low,199382,6.082105464810593
Post_4224,instagram,dance,live stream,uk,783572,139704,19042,38146,medium,196892,25.127493070196483
Post_4225,tiktok,gaming,shorts,japan,305543,409163,48642,44973,high,502778,164.55228887587018
Post_4226,twitter,fitness,shorts,india,328897,147381,42373,23817,medium,213571,64.9355269278832
Post_4227,twitter,challenge,shorts,canada,4876711,213421,13563,48777,low,275761,5.654651259834753
Post_4228,twitter,viral,tweet,usa,1003601,488570,58252,33282,high,580104,57.80225408304695
Post_4229,tiktok,education,shorts,uk,4854055,197367,55292,48663,low,301322,6.207634647732669
Post_4230,youtube,fashion,reel,usa,4413548,101503,91427,35256,high,228186,5.170126166068659
Post_4231,tiktok,music,video,germany,3019969,170993,43023,31600,low,245616,8.133063617540445
Post_4232,instagram,music,shorts,uk,1087231,106848,43977,28368,low,179193,16.48159406786598
Post_4233,tiktok,fashion,shorts,canada,3901334,463445,48617,36800,low,548862,14.068572442144148
Post_4234,tiktok,education,live stream,japan,851907,359024,69682,12915,medium,441621,51.839109198539276
Post_4235,twitter,comedy,shorts,canada,83320,149819,3019,10228,low,163066,195.71051368218914
Post_4236,youtube,fashion,video,uk,854031,148948,73678,39332,low,261958,30.673125448607834
Post_4237,instagram,dance,video,brazil,1293217,213794,46740,33829,medium,294363,22.762073186479917
Post_4238,twitter,education,shorts,usa,1071793,82545,28397,25073,low,136015,12.690416899531906
Post_4239,instagram,viral,shorts,india,1575723,253050,16141,35096,high,304287,19.31094488054055
Post_4240,tiktok,fitness,shorts,australia,4487202,309686,91035,42034,low,442755,9.867061924112175
Post_4241,youtube,dance,video,canada,398843,185311,90723,1420,low,277454,69.56471594085893
Post_4242,tiktok,tech,live stream,canada,239750,232397,49163,20748,high,302308,126.09301355578728
Post_4243,instagram,gaming,tweet,australia,1027434,150441,58194,45827,low,254462,24.76674900772215
Post_4244,twitter,dance,post,usa,4602131,356619,50928,18081,low,425628,9.248498141404493
Post_4245,tiktok,comedy,post,canada,620949,146546,84429,28169,low,259144,41.73354011360031
Post_4246,instagram,fitness,tweet,brazil,852004,355651,82868,32850,low,471369,55.3247402594354
Post_4247,youtube,viral,live stream,india,4278442,428476,2568,28273,high,459317,10.735613571482329
Post_4248,twitter,education,tweet,india,3848380,301810,6280,29762,medium,337852,8.77907067389395
Post_4249,tiktok,education,post,canada,2574505,125322,94933,48545,low,268800,10.440842025942851
Post_4250,youtube,gaming,shorts,japan,3283134,41122,8713,37710,medium,87545,2.6665070630683974
Post_4251,youtube,challenge,post,japan,746909,45821,7638,15981,low,69440,9.296982631083573
Post_4252,instagram,fitness,live stream,australia,1925512,445030,93050,27310,low,565390,29.36309926918139
Post_4253,youtube,dance,reel,germany,1705635,340776,13504,41680,high,395960,23.21481442395354
Post_4254,instagram,gaming,tweet,australia,3931634,154021,17016,30829,high,201866,5.134404677546282
Post_4255,twitter,dance,video,germany,3447523,43962,51838,30252,low,126052,3.656306281350407
Post_4256,tiktok,fashion,video,canada,2783501,63860,82509,16462,high,162831,5.849863175906888
Post_4257,tiktok,gaming,tweet,germany,4497476,329836,14346,34972,low,379154,8.430372946959585
Post_4258,twitter,dance,shorts,germany,3984173,161617,68404,26669,low,256690,6.44274232067734
Post_4259,twitter,education,video,japan,3140471,443708,64826,22130,high,530664,16.89759274962259
Post_4260,tiktok,gaming,shorts,brazil,2933626,87518,50945,18643,low,157106,5.3553520455572725
Post_4261,instagram,fashion,live stream,usa,1361580,169568,875,22352,medium,192795,14.159652756356586
Post_4262,twitter,comedy,live stream,canada,4190571,271397,44550,19615,high,335562,8.007548374672568
Post_4263,youtube,fitness,live stream,germany,3856845,195911,46850,13291,low,256052,6.638897855630703
Post_4264,tiktok,gaming,live stream,canada,233459,290078,20796,13785,low,324659,139.06467516780248
Post_4265,tiktok,education,live stream,japan,3961797,253439,67692,7836,medium,328967,8.303479456418387
Post_4266,instagram,gaming,live stream,india,4926269,264064,91827,1032,high,356923,7.245300652481625
Post_4267,instagram,dance,tweet,japan,3691701,448223,32943,40561,low,521727,14.132428384638951
Post_4268,twitter,music,video,usa,2970930,131718,60239,32883,low,224840,7.568000592407091
Post_4269,instagram,fitness,video,canada,3247449,388272,6238,25311,medium,419821,12.927716493777117
Post_4270,twitter,dance,live stream,germany,3541294,288982,90384,33462,high,412828,11.657546648202606
Post_4271,twitter,fitness,post,india,304335,292726,57503,40349,low,390578,128.3381799661557
Post_4272,youtube,viral,reel,uk,4014231,131648,19628,38051,high,189327,4.7163952448177495
Post_4273,youtube,fitness,live stream,uk,4067513,313641,41751,34036,high,389428,9.574105847971476
Post_4274,twitter,challenge,shorts,canada,2668074,43458,72133,24287,high,139878,5.242658187141736
Post_4275,twitter,challenge,tweet,germany,4589006,172497,50326,37879,high,260702,5.681012402250073
Post_4276,instagram,education,live stream,germany,635329,151415,59753,29150,medium,240318,37.82575641911514
Post_4277,tiktok,fitness,video,australia,36859,235389,7241,15711,medium,258341,700.8898776418243
Post_4278,youtube,fitness,reel,japan,1747564,183228,4734,33207,medium,221169,12.655845508376231
Post_4279,tiktok,music,video,australia,28280,67072,13299,23411,medium,103782,366.98019801980195
Post_4280,youtube,dance,post,australia,566681,324840,68424,1453,medium,394717,69.65417933546388
Post_4281,tiktok,music,tweet,japan,919348,34013,38438,18076,low,90527,9.846869738118754
Post_4282,tiktok,education,shorts,japan,4461875,81049,47612,7747,high,136408,3.0571900826446283
Post_4283,tiktok,fashion,post,india,249167,103790,7499,15286,high,126575,50.799263144798466
Post_4284,instagram,fitness,reel,germany,782140,39109,45106,34619,medium,118834,15.193443629017821
Post_4285,youtube,gaming,live stream,germany,7810,277197,12486,422,low,290105,3714.532650448143
Post_4286,tiktok,viral,video,canada,3490701,123912,8189,45049,low,177150,5.074911887325784
Post_4287,instagram,fitness,tweet,canada,1701218,219365,32346,9017,medium,260728,15.325960576481085
Post_4288,tiktok,music,post,uk,664216,474624,86948,42845,medium,604417,90.99705517482265
Post_4289,twitter,education,shorts,canada,2699566,112069,76606,25802,low,214477,7.94486965682632
Post_4290,youtube,fitness,post,uk,468433,104947,95399,32253,high,232599,49.65469981833048
Post_4291,youtube,challenge,shorts,japan,2243196,90911,32317,38941,low,162169,7.229372734259512
Post_4292,tiktok,music,reel,brazil,50353,338919,5571,36018,medium,380508,755.6808928961532
Post_4293,tiktok,gaming,post,australia,2829163,17805,57264,24917,low,99986,3.5341194551179975
Post_4294,youtube,challenge,reel,japan,1471005,425853,71495,7053,high,504401,34.28955034143324
Post_4295,youtube,viral,reel,uk,2443556,441822,99479,5885,medium,547186,22.39302066332836
Post_4296,youtube,music,video,brazil,1973792,467441,30230,13710,medium,511381,25.90855571407727
Post_4297,youtube,fitness,video,usa,4478176,393579,14318,9635,high,417532,9.323706794909356
Post_4298,tiktok,fitness,reel,brazil,3856234,410366,55392,8229,low,473987,12.291448081210838
Post_4299,twitter,comedy,reel,india,4491907,492953,25891,28083,high,546927,12.175830888751705
Post_4300,youtube,dance,live stream,brazil,4082125,165615,21803,19119,medium,206537,5.059546192240561
Post_4301,youtube,dance,post,germany,4895487,174541,44267,7342,high,226150,4.619560832252236
Post_4302,tiktok,viral,reel,usa,1773094,293495,85955,19535,low,398985,22.502191085187814
Post_4303,youtube,fashion,reel,usa,4798416,63981,7160,25445,medium,96586,2.0128725812851576
Post_4304,instagram,comedy,video,germany,4642714,29147,73143,24735,low,127025,2.736007430136769
Post_4305,youtube,fashion,shorts,germany,4414650,498878,2231,356,high,501465,11.359111141313582
Post_4306,twitter,viral,live stream,germany,2135331,187868,62579,45556,high,296003,13.862160011726518
Post_4307,youtube,fashion,reel,japan,1447626,289168,47520,15645,low,352333,24.338675873464556
Post_4308,tiktok,fitness,live stream,japan,4725553,83787,37879,49935,high,171601,3.631342194236314
Post_4309,instagram,education,video,uk,419463,183965,12276,24832,high,221073,52.70381416239335
Post_4310,youtube,education,shorts,germany,1066075,13285,75433,25566,low,114284,10.72007128954342
Post_4311,instagram,fitness,reel,india,1825709,104030,69496,17900,high,191426,10.485022530972898
Post_4312,tiktok,gaming,reel,japan,4115760,324790,37978,36114,medium,398882,9.691575796450715
Post_4313,youtube,music,reel,brazil,3685844,223830,55996,25133,low,304959,8.2737902092438
Post_4314,tiktok,education,live stream,germany,4359955,213360,39553,32002,low,284915,6.5348151529086875
Post_4315,instagram,challenge,post,canada,712323,159720,86640,24901,high,271261,38.08117946493375
Post_4316,youtube,tech,reel,india,2932639,87828,55827,27573,medium,171228,5.838700228701862
Post_4317,instagram,tech,video,canada,2481313,163409,29625,20363,medium,213397,8.600164509676933
Post_4318,instagram,fitness,tweet,australia,4447344,202595,89767,16312,medium,308674,6.9406369284678675
Post_4319,tiktok,music,reel,usa,4317598,276382,58474,10871,low,345727,8.007392073092493
Post_4320,tiktok,gaming,live stream,usa,291464,3431,54119,12110,low,69660,23.900035681936703
Post_4321,instagram,education,tweet,canada,3031467,389739,73465,30244,medium,493448,16.277531637322788
Post_4322,youtube,fitness,reel,india,3693552,249768,16084,5323,medium,271175,7.341848713650166
Post_4323,twitter,music,post,canada,2726954,166440,92571,7667,medium,266678,9.779336211758615
Post_4324,youtube,comedy,post,india,2725186,453828,56158,21964,high,531950,19.519768558916713
Post_4325,instagram,challenge,reel,germany,886426,77304,13067,5337,low,95708,10.797065970537869
Post_4326,instagram,tech,reel,germany,4821524,61393,87511,45741,low,194645,4.037001578753937
Post_4327,youtube,music,reel,uk,3738116,115957,28372,25689,low,170018,4.548226967809453
Post_4328,tiktok,tech,post,australia,4594690,34250,79276,10244,high,123770,2.693761711889159
Post_4329,twitter,gaming,tweet,usa,890622,28385,91934,40148,medium,160467,18.01740805863767
Post_4330,twitter,fitness,post,canada,1129787,317233,81454,20816,low,419503,37.131158351087414
Post_4331,youtube,gaming,shorts,germany,4730234,137638,45719,35610,high,218967,4.629094459174747
Post_4332,youtube,gaming,tweet,india,2224355,277794,58198,36236,high,372228,16.734199352171753
Post_4333,youtube,challenge,tweet,usa,1055813,486108,68766,13023,medium,567897,53.78764989633581
Post_4334,instagram,fashion,tweet,india,3084526,328466,50665,1143,low,380274,12.328442036150774
Post_4335,youtube,tech,post,canada,3049194,272894,5311,41670,high,319875,10.490477155602433
Post_4336,instagram,fitness,video,japan,1976436,196516,93950,14802,high,305268,15.445377436962291
Post_4337,tiktok,gaming,shorts,india,2897766,200954,87327,8808,medium,297089,10.252346117664434
Post_4338,twitter,challenge,video,india,154645,16361,52378,49516,high,118255,76.46868634614763
Post_4339,youtube,gaming,tweet,brazil,4703630,321802,23792,367,low,345961,7.355191628593236
Post_4340,tiktok,fitness,post,japan,1823643,250776,13446,24572,medium,288794,15.836103886561132
Post_4341,instagram,fitness,reel,canada,3274826,163123,83423,21320,high,267866,8.179549081386309
Post_4342,instagram,viral,reel,japan,2896284,298030,9484,38997,high,346511,11.963985576000145
Post_4343,tiktok,music,video,uk,3317729,116194,2028,7496,high,125718,3.7892787506152557
Post_4344,instagram,fitness,live stream,japan,4487563,464720,58373,32131,low,555224,12.372505968161338
Post_4345,twitter,comedy,post,brazil,2329784,261145,22025,8805,high,291975,12.53227767037631
